Date,open,high,low,close,volume,adj close
2015-01-02,288.6199951171875,288.92999267578125,282.4100036621094,285.3699951171875,356500.0,268.23583984375
2015-01-05,286.5799865722656,288.17999267578125,279.989990234375,281.3999938964844,293500.0,264.504150390625
2015-01-06,282.0,283.0400085449219,273.1099853515625,277.82000732421875,482300.0,261.1391296386719
2015-01-07,280.5899963378906,281.7699890136719,278.3999938964844,279.95001220703125,302100.0,263.1412353515625
2015-01-08,284.57000732421875,288.1300048828125,282.9800109863281,287.92999267578125,361900.0,270.64208984375
2015-01-09,287.92999267578125,291.25,286.5,290.75,384500.0,273.29278564453125
2015-01-12,290.6600036621094,291.760009765625,289.6199951171875,291.3599853515625,598900.0,273.8661804199219
2015-01-13,293.19000244140625,296.9200134277344,284.8299865722656,287.54998779296875,485500.0,270.2849426269531
2015-01-14,285.9200134277344,287.82000732421875,279.260009765625,281.3699951171875,615500.0,264.47601318359375
2015-01-15,281.95001220703125,286.9800109863281,279.25,279.6499938964844,342300.0,262.8592529296875
2015-01-16,279.7099914550781,290.0,279.0400085449219,289.54998779296875,440100.0,272.1648864746094
2015-01-20,289.6099853515625,293.8399963378906,286.2099914550781,293.2799987792969,371300.0,275.6709289550781
2015-01-21,293.2699890136719,297.0899963378906,292.2099914550781,294.9200134277344,542400.0,277.21246337890625
2015-01-22,295.0,295.489990234375,289.9100036621094,294.42999267578125,485200.0,276.7518615722656
2015-01-23,294.3500061035156,300.0,292.2300109863281,298.5400085449219,428700.0,280.6151123046875
2015-01-26,297.3599853515625,301.17999267578125,295.4599914550781,300.6499938964844,431700.0,282.59844970703125
2015-01-27,297.9599914550781,299.45001220703125,293.80999755859375,294.75,351200.0,277.0525817871094
2015-01-28,297.6499938964844,297.67999267578125,289.8800048828125,290.1000061035156,304000.0,272.6818542480469
2015-01-29,289.7099914550781,292.92999267578125,286.1499938964844,292.92999267578125,327900.0,275.3419189453125
2015-01-30,290.6099853515625,292.7900085449219,288.0299987792969,288.8299865722656,397300.0,271.48809814453125
2015-02-02,289.3399963378906,291.75,281.489990234375,291.5199890136719,507200.0,274.0166320800781
2015-02-03,292.8500061035156,295.54998779296875,290.6199951171875,295.2799987792969,365000.0,277.5508728027344
2015-02-04,293.7900085449219,295.5899963378906,287.8999938964844,292.32000732421875,854700.0,274.7685852050781
2015-02-05,288.8500061035156,289.7300109863281,268.92999267578125,279.7300109863281,1853200.0,262.93450927734375
2015-02-06,279.17999267578125,279.8699951171875,273.2900085449219,274.4100036621094,734000.0,257.933837890625
2015-02-09,273.92999267578125,275.9599914550781,271.6700134277344,273.1199951171875,685000.0,256.7214050292969
2015-02-10,276.45001220703125,280.2200012207031,275.32000732421875,279.44000244140625,606400.0,262.6618957519531
2015-02-11,279.3500061035156,281.4200134277344,277.7900085449219,279.6499938964844,471000.0,262.8592529296875
2015-02-12,280.3900146484375,285.010009765625,280.0899963378906,284.9100036621094,374500.0,267.803466796875
2015-02-13,285.82000732421875,288.7699890136719,284.0899963378906,286.6099853515625,351100.0,269.4013977050781
2015-02-17,290.07000732421875,290.07000732421875,281.8999938964844,284.2300109863281,443600.0,267.1642761230469
2015-02-18,283.82000732421875,285.6300048828125,282.07000732421875,282.8699951171875,414600.0,265.8859558105469
2015-02-19,281.9200134277344,283.3399963378906,280.8999938964844,281.92999267578125,491600.0,265.00238037109375
2015-02-20,281.9200134277344,283.1600036621094,281.0299987792969,282.3999938964844,459400.0,265.4442443847656
2015-02-23,281.70001220703125,284.2699890136719,278.79998779296875,279.6199951171875,462800.0,262.83111572265625
2015-02-24,278.2300109863281,279.4100036621094,274.8699951171875,276.19000244140625,656000.0,259.6070251464844
2015-02-25,276.6400146484375,278.1400146484375,275.3599853515625,276.4599914550781,337000.0,259.8608703613281
2015-02-26,276.0,279.69000244140625,275.05999755859375,279.3999938964844,345200.0,262.624267578125
2015-02-27,279.42999267578125,280.4200134277344,277.1000061035156,278.510009765625,430600.0,261.78778076171875
2015-03-02,278.510009765625,283.1499938964844,278.510009765625,282.2900085449219,631500.0,265.3408203125
2015-03-03,280.6600036621094,280.94000244140625,275.9100036621094,279.20001220703125,402600.0,262.43634033203125
